"lokalisationnummer","lokalisationsname","status","status_txt","lokalisation_art","lokalisation_art_txt","lokalisation_koord_ost","lokalisation_koord_nord","objid","lokalisation_ori","geometry"
"2130","Wannenholzstrasse","1","real","1","Strasse","2681632.151","1251733.331","1639","326.7","POINT (2681632.2 1251733.4)"
"2414","Maria-Stader-Weg","0","projektiert","1","Strasse","2682053.19","1252369.68","1642","354.2","POINT (2682053.2 1252369.6)"
"2417","Gugelweg","0","projektiert","1","Strasse","2682448.419","1252504.756","1644","25.0","POINT (2682448.5 1252504.8)"
"759","Hagenholzstrasse","1","real","1","Strasse","2684761.216","1252184.04","1660","27.6","POINT (2684761.2 1252184)"
"77","Andreasstrasse","1","real","1","Strasse","2684662.89","1251968.062","1662","1.6","POINT (2684663 1251968)"
"1256","Leutschenbachstrasse","1","real","1","Strasse","2684646.633","1252514.698","1690","20.3","POINT (2684646.8 1252514.8)"
"1783","Schörliweg","1","real","1","Strasse","2684714.646","1251758.956","1719","273.9","POINT (2684714.8 1251759)"
"2533","H.-R.-Giger-Weg","1","real","1","Strasse","2684085.525","1252972.933","1729","56.8","POINT (2684085.5 1252972.9)"
"2365","Traktorenstrasse","1","real","1","Strasse","2682912.338","1253766.73","1737","53.6","POINT (2682912.2 1253766.8)"
"2513","Eichraintunnel","1","real","1","Strasse","2683754.642","1253762.107","1738","63.0","POINT (2683754.8 1253762.1)"
"1104","Kirchenfeld","1","real","1","Strasse","2683613.851","1252931.219","1740","323.0","POINT (2683613.8 1252931.2)"
"502","Ettenfeldstrasse","1","real","1","Strasse","2684035.356","1252971.866","1745","327.5","POINT (2684035.2 1252971.9)"
"1714","Sandacker","1","real","1","Strasse","2684046.126","1253023.221","1746","327.0","POINT (2684046.2 1253023.2)"
"941","Hürststrasse","1","real","1","Strasse","2682185.773","1252199.727","1749","79.1","POINT (2682185.8 1252199.8)"
"1649","Rosa-Bloch-Weg","0","projektiert","1","Strasse","2682742.641","1251743.393","1752","277.7","POINT (2682742.8 1251743.4)"
"1931","Staudenbühlstrasse","1","real","1","Strasse","2682890.987","1252633.614","1758","86.4","POINT (2682891 1252633.6)"
"2356","Seebacherplatz","1","real","2","Platz","2683713.296","1252665.285","1760","55.6","POINT (2683713.2 1252665.2)"
"428","Eggbühlstrasse","1","real","1","Strasse","2683332.1","1252300.126","1761","3.2","POINT (2683332 1252300.1)"
"324","Bührlestrasse","0","projektiert","1","Strasse","2682853.842","1251871.793","1762","278.0","POINT (2682853.8 1251871.8)"
"1592","Regina-Kägi-Strasse","1","real","1","Strasse","2682610.375","1251893.355","1764","278.6","POINT (2682610.5 1251893.4)"
"1774","Schönauweg","1","real","1","Strasse","2683293.545","1253495.237","1765","319.5","POINT (2683293.5 1253495.2)"
"1523","Paul-Grüninger-Weg","1","real","1","Strasse","2682662.861","1251903.074","1767","278.6","POINT (2682662.8 1251903.1)"
"1369","MFO-Park","1","real","1","Strasse","2683143.827","1251828.112","1768","0.0","POINT (2683143.8 1251828.1)"
"1114","Kleinbühlstrasse","1","real","1","Strasse","2683891.839","1252294.676","1770","328.0","POINT (2683891.8 1252294.6)"
"18","Agleistrasse","1","real","1","Strasse","2681421.918","1251973.353","1771","46.0","POINT (2681422 1251973.4)"
"94","Armin-Bollinger-Weg","1","real","1","Strasse","2683024.608","1252085.326","1772","356.1","POINT (2683024.5 1252085.4)"
"1213","Langwiesstrasse","1","real","1","Strasse","2682823.286","1251714.909","1775","350.0","POINT (2682823.2 1251714.9)"
"425","Edisonstrasse","1","real","1","Strasse","2683482.656","1251658.794","1776","292.0","POINT (2683482.8 1251658.8)"
"885","Hofhölzliweg","1","real","1","Strasse","2682129.633","1251624.893","1777","51.1","POINT (2682129.8 1251624.9)"
"236","Birnbaumstrasse","1","real","1","Strasse","2683810.734","1251728.889","1779","67.0","POINT (2683810.8 1251728.9)"
"1590","Regensbergstrasse","1","real","1","Strasse","2682119.427","1251761.862","1780","346.2","POINT (2682119.5 1251761.9)"
"541","Finkenrain","1","real","1","Strasse","2681876.366","1251814.395","1782","21.1","POINT (2681876.2 1251814.4)"
"2073","Unterfeldstrasse","1","real","1","Strasse","2684727.784","1251809.275","1783","2.0","POINT (2684727.8 1251809.2)"
"2484","Genossenschaftsstrasse","1","real","1","Strasse","2684634.233","1252046.139","1784","8.1","POINT (2684634.2 1252046.1)"
"1848","Siewerdtstrasse","1","real","1","Strasse","2684064.419","1251860.731","1788","2.0","POINT (2684064.5 1251860.8)"
"1822","Seebacherstrasse","1","real","1","Strasse","2682007.112","1252436.21","1817","27.0","POINT (2682007 1252436.2)"
"462","Ellen-Widmann-Weg","1","real","1","Strasse","2683062.932","1252131.77","1849","86.4","POINT (2683063 1252131.8)"
"2485","Hunzikerplatz","1","real","2","Platz","2684615.275","1252068.745","1897","0.0","POINT (2684615.2 1252068.8)"
"2527","Emil-Oberhänsli-Platz","1","real","2","Platz","2683543.666","1252451.955","1936","38.0","POINT (2683543.8 1252452)"
"1587","Reckenholzstrasse","1","real","1","Strasse","2681374.986","1253310.932","2003","274.6","POINT (2681375 1253310.9)"
"1076","Käshaldenstrasse","1","real","1","Strasse","2683122.989","1253840.891","2004","31.3","POINT (2683123 1253840.9)"
"2398","Buchwiesenweg","1","real","1","Strasse","2683288.236","1253583.684","2007","42.4","POINT (2683288.2 1253583.6)"
"224","Binzmühlestrasse","1","real","1","Strasse","2683735.36","1252047.613","2010","7.9","POINT (2683735.2 1252047.6)"
"1042","Jungholzstrasse","1","real","1","Strasse","2683432.422","1252233.041","2011","272.6","POINT (2683432.5 1252233)"
"454","Eisfeldstrasse","1","real","1","Strasse","2683792.546","1252187.653","2014","330.2","POINT (2683792.5 1252187.6)"
"1449","Neunbrunnenstrasse","1","real","1","Strasse","2683354.214","1252408.17","2015","3.2","POINT (2683354.2 1252408.1)"
"1456","Niklaus-Meienberg-Weg","0","projektiert","1","Strasse","2683356.167","1251909.69","2069","299.1","POINT (2683356.2 1251909.8)"
"485","Erika-Mann-Strasse","1","real","1","Strasse","2683086.814","1251738.47","2072","28.5","POINT (2683086.8 1251738.5)"
"2303","Tannenrain","1","real","1","Strasse","2682434.685","1253177.453","2080","87.1","POINT (2682434.8 1253177.5)"
"2297","Lerchenweg","1","real","1","Strasse","2682526.547","1253326.534","2081","302.1","POINT (2682526.5 1253326.5)"
"58","Am Glattbogen","1","real","1","Strasse","2684975.296","1251864.702","2085","0.0","POINT (2684975.2 1251864.8)"
"66","Am Sägertenbach","1","real","1","Strasse","2681379.112","1252144.227","2090","70.4","POINT (2681379 1252144.2)"
"1773","Schönauring","1","real","1","Strasse","2682971.849","1253506.879","2103","16.9","POINT (2682971.8 1253506.9)"
"1499","Opfikonstrasse","1","real","1","Strasse","2685483.989","1252119.398","2104","304.0","POINT (2685484 1252119.4)"
"123","Auzelg","1","real","1","Strasse","2685442.364","1252154.329","2115","15.9","POINT (2685442.2 1252154.4)"
"159","Bärenbohlstrasse","1","real","1","Strasse","2681214.432","1253895.044","2143","25.0","POINT (2681214.5 1253895)"
"2415","Elsa-Cavelti-Weg","0","projektiert","1","Strasse","2682450.714","1252471.548","2175","295.7","POINT (2682450.8 1252471.5)"
"2416","Paul-Burkhard-Strasse","0","projektiert","1","Strasse","2682642.266","1252649.53","2176","295.9","POINT (2682642.2 1252649.5)"
"2419","Piccoloweg","1","real","1","Strasse","2682594.764","1252361.683","2177","281.3","POINT (2682594.8 1252361.6)"
"2436","Brühlbachweg","1","real","1","Strasse","2685410.692","1252585.209","2178","344.3","POINT (2685410.8 1252585.2)"
"350","Caspar-Wüst-Strasse","1","real","1","Strasse","2683292.431","1253935.732","2196","32.2","POINT (2683292.5 1253935.8)"
"1815","Schwellistrasse","1","real","1","Strasse","2683111.019","1253267.731","2197","341.7","POINT (2683111 1253267.8)"
"183","Beerirain","1","real","1","Strasse","2682292.8","1253077.873","2198","347.1","POINT (2682292.8 1253077.9)"
"2298","Waidhofweg","1","real","1","Strasse","2682369.298","1253262.665","2199","1.7","POINT (2682369.2 1253262.6)"
"1345","Mattackerstrasse","1","real","1","Strasse","2683980.671","1253265.088","2200","56.0","POINT (2683980.8 1253265.1)"
"2339","Staudenbühlweg","1","real","1","Strasse","2682608.533","1252525.899","2201","273.0","POINT (2682608.5 1252525.9)"
"17","Affolternstrasse","1","real","1","Strasse","2683249.159","1251733.912","2214","38.3","POINT (2683249.2 1251733.9)"
"2483","Dialogweg","1","real","1","Strasse","2684597.209","1252081.263","2220","283.1","POINT (2684597.2 1252081.2)"
"2374","Pflaumenweg","1","real","1","Strasse","2681579.061","1251999.7","2227","73.4","POINT (2681579 1251999.8)"
"2375","Spalierweg","1","real","1","Strasse","2681641.325","1251948.411","2228","59.2","POINT (2681641.2 1251948.4)"
"1555","Primelstrasse","1","real","1","Strasse","2681312.945","1251965.291","2283","322.4","POINT (2681313 1251965.2)"
"2201","Winkelstrasse","1","real","1","Strasse","2681779.144","1251664.306","2286","316.5","POINT (2681779.2 1251664.2)"
"50","Althoosstrasse","1","real","1","Strasse","2681840.653","1251672.092","2287","305.3","POINT (2681840.8 1251672.1)"
"2243","Zelgwiesenstrasse","1","real","1","Strasse","2682200.89","1251916.944","2290","310.0","POINT (2682201 1251917)"
"49","Althoossteig","1","real","1","Strasse","2682016.24","1251721.936","2322","40.0","POINT (2682016.2 1251721.9)"
"1675","Ruchackerstrasse","1","real","1","Strasse","2682113.78","1251861.131","2323","65.1","POINT (2682113.8 1251861.1)"
"223","Binderweg","1","real","1","Strasse","2682275.071","1252074.873","2324","352.0","POINT (2682275 1252074.9)"
"2241","Zelgmatt","1","real","1","Strasse","2682170.865","1251884.001","2352","310.0","POINT (2682170.8 1251884)"
"908","Holzmatt","1","real","1","Strasse","2682094.277","1251957.832","2353","334.0","POINT (2682094.2 1251957.9)"
"96","Arnikaweg","1","real","1","Strasse","2682465.438","1252134.486","2356","350.0","POINT (2682465.5 1252134.5)"
"682","Glaubtensteig","1","real","1","Strasse","2681692.935","1251914.004","2360","57.6","POINT (2681693 1251914)"
"2295","Hintereggweg","1","real","1","Strasse","2682260.649","1252770.515","2368","343.3","POINT (2682260.8 1252770.5)"
"2294","Hürstholzweg","1","real","1","Strasse","2682306.136","1252683.489","2369","6.4","POINT (2682306.2 1252683.5)"
"939","Hürstholzstrasse","1","real","1","Strasse","2682091.135","1252292.665","2381","355.0","POINT (2682091.2 1252292.6)"
"940","Hürstringstrasse","1","real","1","Strasse","2682113.161","1252179.469","2382","358.0","POINT (2682113.2 1252179.5)"
"1805","Schwandenacker","1","real","1","Strasse","2682751.512","1253267.803","2383","89.0","POINT (2682751.5 1253267.8)"
"1619","Riedenholzstrasse","1","real","1","Strasse","2682705.975","1253459.852","2384","333.3","POINT (2682706 1253459.9)"
"1174","Kügeliloostrasse","1","real","1","Strasse","2682427.181","1252181.579","2419","79.1","POINT (2682427.2 1252181.6)"
"2302","Holzhofweg","1","real","1","Strasse","2682123.826","1253653.22","2420","341.2","POINT (2682123.8 1253653.2)"
"2526","Emil-Oberhänsli-Anlage","1","real","2","Platz","2683500.776","1252452.969","2422","0.0","POINT (2683500.8 1252453)"
"2368","Marie-Curie-Platz","1","real","2","Platz","2684107.883","1252010.429","2437","271.8","POINT (2684108 1252010.4)"
"2412","Quadroplatz","1","real","2","Platz","2684044.295","1252016.703","2438","0.0","POINT (2684044.2 1252016.8)"
"85","Annemarie-Schwarzenbach-Weg","0","projektiert","1","Strasse","2683284.047","1251995.021","2490","28.7","POINT (2683284 1251995)"
"97","Arnold-Kübler-Strasse","0","projektiert","1","Strasse","2683297.364","1251906.897","2491","28.2","POINT (2683297.2 1251906.9)"
"1665","Roswiesenstrasse","1","real","1","Strasse","2686004.069","1251215.636","3","56.4","POINT (2686004 1251215.6)"
"1299","Luegislandstrasse","1","real","1","Strasse","2686193.336","1251299.616","5","326.0","POINT (2686193.2 1251299.6)"
"833","Helen-Keller-Strasse","1","real","1","Strasse","2687131.965","1250655.004","74","69.0","POINT (2687132 1250655)"
"874","Hirzenbachstrasse","1","real","1","Strasse","2686815.138","1250834.95","75","84.2","POINT (2686815.2 1250835)"
"722","Grosswiesenstrasse","1","real","1","Strasse","2686484.477","1250921.578","77","355.0","POINT (2686484.5 1250921.6)"
"54","Altwiesenstrasse","1","real","1","Strasse","2686108.049","1250909.378","561","338.0","POINT (2686108 1250909.4)"
"812","Heerenschürlistrasse","1","real","1","Strasse","2686979.305","1250680.39","566","335.1","POINT (2686979.2 1250680.4)"
"116","Auhofstrasse","1","real","1","Strasse","2685332.499","1251263.508","1245","69.6","POINT (2685332.5 1251263.5)"
"1164","Kreuzwiesen","1","real","1","Strasse","2685778.87","1251265.29","1318","334.0","POINT (2685778.8 1251265.2)"
"823","Heidwiesen","1","real","1","Strasse","2685816.123","1251353.199","1319","337.0","POINT (2685816 1251353.2)"
"71","Amazonenstrasse","1","real","1","Strasse","2685934.615","1251259.27","1321","326.0","POINT (2685934.5 1251259.2)"
"1169","Kronwiesenstrasse","1","real","1","Strasse","2686152.501","1251014.012","1345","19.0","POINT (2686152.5 1251014)"
"238","Blauäcker","1","real","1","Strasse","2685522.512","1251163.153","1396","87.1","POINT (2685522.5 1251163.1)"
"1958","Stettbachstrasse","1","real","1","Strasse","2685806.544","1250876.487","1434","334.0","POINT (2685806.5 1250876.5)"
"412","Dübendorfstrasse","1","real","1","Strasse","2685994.677","1250829.999","1440","337.6","POINT (2685994.8 1250830)"
"850","Herzogenmühlestrasse","1","real","1","Strasse","2685620.923","1251151.151","1441","79.0","POINT (2685621 1251151.1)"
"2493","Spatzenweg","1","real","1","Strasse","2687199.745","1250436.453","1443","338.8","POINT (2687199.8 1250436.5)"
"2373","Hirzenbachweg","1","real","1","Strasse","2687016.008","1251015.227","1461","68.2","POINT (2687016 1251015.2)"
"1347","Mattenhof","1","real","1","Strasse","2687183.999","1250393.035","1480","338.7","POINT (2687184 1250393)"
"1387","Moosacker","1","real","1","Strasse","2686879.92","1250541","1481","68.0","POINT (2686880 1250541)"
"954","Im Altried","1","real","1","Strasse","2687024.936","1251104.295","1482","338.3","POINT (2687025 1251104.2)"
"1296","Luchswiesenweg","1","real","1","Strasse","2686537.179","1250707.555","1483","68.0","POINT (2686537.2 1250707.5)"
"1704","Sagentobelbachweg","1","real","1","Strasse","2687354.32","1250421.083","1487","308.4","POINT (2687354.2 1250421.1)"
"591","Friedrichstrasse","1","real","1","Strasse","2685354.959","1251039.425","1488","276.7","POINT (2685355 1251039.4)"
"21","Ahornstrasse","1","real","1","Strasse","2685212.039","1251015.073","1491","275.9","POINT (2685212 1251015.1)"
"2429","Otto-Jaag-Strasse","1","real","1","Strasse","2687308.124","1251130.565","1651","68.0","POINT (2687308 1251130.6)"
"1795","Schürgistrasse","1","real","1","Strasse","2686010.479","1251473.867","1781","57.0","POINT (2686010.5 1251473.9)"
"681","Glattwiesenstrasse","1","real","1","Strasse","2686260.146","1251121.626","1793","290.0","POINT (2686260.2 1251121.6)"
"91","Aprikosenstrasse","1","real","1","Strasse","2685428.501","1251240.103","1794","326.0","POINT (2685428.5 1251240.1)"
"813","Heerenwiesen","1","real","1","Strasse","2685724.259","1251148.285","1798","332.1","POINT (2685724.2 1251148.2)"
"1959","Stettbachweg","1","real","1","Strasse","2685656.98","1250967.266","1802","319.3","POINT (2685657 1250967.2)"
"1616","Riedackerstrasse","1","real","1","Strasse","2686661.981","1250652.77","1858","67.5","POINT (2686662 1250652.8)"
"1804","Schwamendingerplatz","1","real","2","Platz","2685577.866","1251036.997","1872","0.0","POINT (2685577.8 1251037)"
"2541","Schwesternbungertweg","1","real","1","Strasse","2685395.744","1250141.908","1948","59.2","POINT (2685395.8 1250141.9)"
"1990","Sunnige Hof","1","real","1","Strasse","2686669.504","1250423.698","1965","75.5","POINT (2686669.5 1250423.8)"
"1957","Stettbacherrain","1","real","1","Strasse","2686761.053","1250256.735","1966","49.0","POINT (2686761 1250256.8)"
"63","Am Luchsgraben","1","real","1","Strasse","2686496.189","1251143.959","1968","19.0","POINT (2686496.2 1251144)"
"899","Hohmoos","1","real","1","Strasse","2687126.979","1250216.005","1969","318.2","POINT (2687127 1250216)"
"1294","Luchsweg","1","real","1","Strasse","2686434.843","1251039.425","2093","290.0","POINT (2686434.8 1251039.4)"
"828","Heinrich-Bosshardt-Strasse","1","real","1","Strasse","2685506.582","1250876.268","2107","38.3","POINT (2685506.5 1250876.2)"
"249","Bocklerstrasse","1","real","1","Strasse","2685307.771","1250820.335","2111","8.0","POINT (2685307.8 1250820.4)"
"2142","Wechselwiesenstrasse","1","real","1","Strasse","2686002.297","1251291.956","2113","326.0","POINT (2686002.2 1251292)"
"72","Amazonenweg","1","real","1","Strasse","2685935.156","1251228.56","2114","326.0","POINT (2685935.2 1251228.5)"
"2149","Weibelackerweg","1","real","1","Strasse","2686907.838","1250782.082","2116","67.8","POINT (2686907.8 1250782.1)"
"568","Franzosenweg","1","real","1","Strasse","2686478.65","1249939.628","2119","320.2","POINT (2686478.8 1249939.6)"
"435","Eichacker","1","real","1","Strasse","2686537.612","1250505.697","2160","324.0","POINT (2686537.5 1250505.8)"
"471","Engelbertstrasse","1","real","1","Strasse","2686876.835","1250415.105","2162","72.0","POINT (2686876.8 1250415.1)"
"1170","Kronwiesenweg","1","real","1","Strasse","2686334.282","1251079.315","2236","19.2","POINT (2686334.2 1251079.4)"
"1295","Luchswiesenstrasse","1","real","1","Strasse","2686511.315","1251236.172","2269","289.0","POINT (2686511.2 1251236.1)"
"680","Glattstegweg","1","real","1","Strasse","2685858.934","1251655.762","2367","69.8","POINT (2685859 1251655.8)"
"944","Hüttenrainstrasse","1","real","1","Strasse","2685414.842","1250546.83","2445","331.9","POINT (2685414.8 1250546.9)"
"2116","Waldgartenstrasse","1","real","1","Strasse","2685669.973","1250088.845","2447","333.5","POINT (2685670 1250088.9)"
"262","Brandbachweg","1","real","1","Strasse","2685951.645","1249972.516","2448","59.9","POINT (2685951.8 1249972.5)"
"2254","Ziegelhüttenstrasse","1","real","1","Strasse","2686037.534","1249979.744","2480","312.9","POINT (2686037.5 1249979.8)"
"1556","Probsteistrasse","1","real","1","Strasse","2686212.705","1250353.634","2481","307.0","POINT (2686212.8 1250353.6)"
"482","Erchenbühlstrasse","1","real","1","Strasse","2681140.587","1252058.35","67","331.7","POINT (2681140.5 1252058.4)"
"1963","Stöckenackerstrasse","1","real","1","Strasse","2680880.588","1252982.948","73","70.8","POINT (2680880.5 1252983)"
"475","Engstringerweg","1","real","1","Strasse","2678253.888","1251891.985","153","10.7","POINT (2678254 1251892)"
"1035","Jonas-Furrer-Strasse","1","real","1","Strasse","2680734.361","1252659.263","171","52.7","POINT (2680734.2 1252659.2)"
"1243","Lerchenhalde","1","real","1","Strasse","2680830.692","1251949.503","172","276.0","POINT (2680830.8 1251949.5)"
"1008","In Böden","1","real","1","Strasse","2681156.125","1252302.517","173","333.8","POINT (2681156 1252302.5)"
"963","Im Hagenbrünneli","1","real","1","Strasse","2680898.575","1251956.877","187","350.2","POINT (2680898.5 1251956.9)"
"483","Erchenbühlweg","1","real","1","Strasse","2681229.943","1252058.7","188","69.0","POINT (2681230 1252058.8)"
"193","Bergacker","1","real","1","Strasse","2680798.129","1252215.496","213","320.0","POINT (2680798.2 1252215.5)"
"1181","Kunzweg","1","real","1","Strasse","2680788.129","1252812.252","218","68.7","POINT (2680788.2 1252812.2)"
"605","Fronwaldweg","1","real","1","Strasse","2680848.336","1253097.844","219","323.2","POINT (2680848.2 1253097.9)"
"971","Im Isengrind","1","real","1","Strasse","2680989.336","1252972.752","220","331.0","POINT (2680989.2 1252972.8)"
"2025","Tobelholzweg","1","real","1","Strasse","2680469.836","1252170.536","311","321.7","POINT (2680469.8 1252170.5)"
"1244","Lerchenrain","1","real","1","Strasse","2680609.659","1252115.472","312","328.4","POINT (2680609.8 1252115.5)"
"1692","Rütihofstrasse","1","real","1","Strasse","2678139.439","1251877.137","316","10.7","POINT (2678139.5 1251877.1)"
"1429","Naglerwiesenstrasse","1","real","1","Strasse","2678663.363","1251841.052","317","22.0","POINT (2678663.2 1251841)"
"1626","Riedweg","1","real","1","Strasse","2677811.041","1252218.798","318","26.6","POINT (2677811 1252218.8)"
"663","Giblenstrasse","1","real","1","Strasse","2678814.649","1251730.811","336","337.0","POINT (2678814.8 1251730.8)"
"46","Alte Regensdorferstrasse","1","real","1","Strasse","2678875.402","1252314.327","337","304.7","POINT (2678875.5 1252314.4)"
"731","Grünwaldstrasse","1","real","1","Strasse","2678904.156","1252367.875","338","337.8","POINT (2678904.2 1252367.9)"
"978","Im oberen Boden","1","real","1","Strasse","2678268.261","1252186.211","362","349.0","POINT (2678268.2 1252186.2)"
"565","Frankentalerweg","1","real","1","Strasse","2678610.627","1251879.096","363","20.0","POINT (2678610.8 1251879.1)"
"740","Gubristweg","1","real","1","Strasse","2678521.492","1252204.012","364","88.7","POINT (2678521.5 1252204)"
"1693","Rütihofweg","1","real","1","Strasse","2678494.334","1252088.131","365","13.0","POINT (2678494.2 1252088.1)"
"931","Huberholzweg","1","real","1","Strasse","2679502.329","1251963.287","366","292.1","POINT (2679502.2 1251963.2)"
"669","Gimpelweg","1","real","1","Strasse","2679488.799","1252223.141","367","290.0","POINT (2679488.8 1252223.1)"
"1229","Lehmgrubenweg","1","real","1","Strasse","2679866.445","1252001.949","368","338.9","POINT (2679866.5 1252002)"
"961","Im Grund","1","real","1","Strasse","2680729.429","1252827.573","369","307.4","POINT (2680729.5 1252827.6)"
"988","Im Stelzenacker","1","real","1","Strasse","2678735.861","1252184.116","461","1.0","POINT (2678735.8 1252184.1)"
"639","Geissbergstrasse","1","real","1","Strasse","2678597.189","1252704.02","462","349.0","POINT (2678597.2 1252704)"
"1050","Kalchtarenweg","1","real","1","Strasse","2678396.057","1251906.703","494","276.8","POINT (2678396 1251906.8)"
"2321","Hurdäckerweg","1","real","1","Strasse","2678474.73","1252245.012","497","303.9","POINT (2678474.8 1252245)"
"796","Haselmausweg","1","real","1","Strasse","2679896.038","1252208.091","534","55.0","POINT (2679896 1252208.1)"
"807","Hauswiesenstrasse","1","real","1","Strasse","2678265.679","1251949.944","535","294.2","POINT (2678265.8 1251950)"
"537","Feuerweg","1","real","1","Strasse","2680510.229","1252338.743","536","317.0","POINT (2680510.2 1252338.8)"
"2027","Tobelsteig","1","real","1","Strasse","2680475.667","1252423.499","537","34.6","POINT (2680475.8 1252423.5)"
"998","Im Wiesenbeetli","1","real","1","Strasse","2680403.615","1252720.736","538","65.0","POINT (2680403.5 1252720.8)"
"2045","Trottweg","1","real","1","Strasse","2680560.792","1252658.864","539","337.2","POINT (2680560.8 1252658.9)"
"449","Einfangstrasse","1","real","1","Strasse","2681235.057","1252447.232","861","58.5","POINT (2681235 1252447.2)"
"972","Im Jungen Berg","1","real","1","Strasse","2678598.135","1252166.583","1147","270.0","POINT (2678598.2 1252166.6)"
"633","Geeringstrasse","1","real","1","Strasse","2678509.29","1252130.811","1154","13.0","POINT (2678509.2 1252130.8)"
"2472","Louis-Conne-Weg","1","real","1","Strasse","2680489.462","1252512.851","1236","332.5","POINT (2680489.5 1252512.9)"
"2385","Emil-Spillmann-Weg","1","real","1","Strasse","2680122.139","1253041.027","1285","339.8","POINT (2680122.2 1253041)"
"2386","Dora-Staudinger-Strasse","1","real","1","Strasse","2680572.152","1252954.727","1286","69.4","POINT (2680572.2 1252954.8)"
"604","Fronwaldstrasse","1","real","1","Strasse","2681254.367","1252490.581","1315","288.2","POINT (2681254.2 1252490.6)"
"2237","Zehntenhausstrasse","1","real","1","Strasse","2680766.562","1253269.16","1316","60.8","POINT (2680766.5 1253269.1)"
"1081","Katzenrütifussweg","1","real","1","Strasse","2680588.859","1253769.111","1317","299.6","POINT (2680588.8 1253769.1)"
"1534","Pfarrweg","1","real","1","Strasse","2680614.515","1253439.486","1339","18.0","POINT (2680614.5 1253439.5)"
"2505","Zwidenweg","1","real","1","Strasse","2680899.703","1251665.4","1367","65.0","POINT (2680899.8 1251665.4)"
"1792","Schumacherweg","1","real","1","Strasse","2681122.53","1251931.716","1371","330.3","POINT (2681122.5 1251931.8)"
"2487","Ruggächeranlage","1","real","2","Platz","2680172.129","1253033.322","1372","339.4","POINT (2680172.2 1253033.4)"
"2488","Looächeranlage","1","real","2","Platz","2679915.002","1253131.11","1373","340.3","POINT (2679915 1253131.1)"
"1594","Regulastrasse","1","real","1","Strasse","2680764.481","1252398.007","1395","48.0","POINT (2680764.5 1252398)"
"2387","Nettie-Sutro-Strasse","1","real","1","Strasse","2680472.312","1253005.108","1397","69.2","POINT (2680472.2 1253005.1)"
"2388","Weidmannstrasse","1","real","1","Strasse","2680266.558","1253065.58","1398","69.4","POINT (2680266.5 1253065.6)"
"2389","Heinrich-Wolff-Strasse","1","real","1","Strasse","2680111.738","1253157.06","1400","69.4","POINT (2680111.8 1253157)"
"2390","Michael-Maggi-Strasse","1","real","1","Strasse","2680036.876","1253180.799","1403","69.0","POINT (2680037 1253180.8)"
"2391","Cäsar-Ritz-Strasse","1","real","1","Strasse","2679880.848","1253229.973","1404","67.1","POINT (2679880.8 1253230)"
"1067","Kappenbühlstrasse","1","real","1","Strasse","2679481.905","1251707.494","1459","302.3","POINT (2679482 1251707.5)"
"969","Im Holzerhurd","1","real","1","Strasse","2679670.01","1253109.017","1468","278.7","POINT (2679670 1253109)"
"614","Furttalstrasse","1","real","1","Strasse","2679527.888","1253012.028","1469","348.2","POINT (2679528 1253012)"
"2404","Marderstrasse","1","real","1","Strasse","2680945.901","1253266.612","1581","57.9","POINT (2680946 1253266.6)"
"832","Heizenholz","1","real","1","Strasse","2678990.016","1251748.834","1603","336.7","POINT (2678990 1251748.9)"
"1735","Schauenbergstrasse","1","real","1","Strasse","2680579.63","1252438.711","1627","309.2","POINT (2680579.8 1252438.8)"
"1618","Riedenhaldenstrasse","1","real","1","Strasse","2681205.621","1252312.004","1629","297.5","POINT (2681205.5 1252312)"
"2413","Mühlackerweg","1","real","1","Strasse","2679500.856","1253515.045","1640","354.0","POINT (2679500.8 1253515)"
"1084","Katzenseestrasse","1","real","1","Strasse","2680338.766","1253362.702","1663","1.9","POINT (2680338.8 1253362.8)"
"2504","Schafmattstrasse","1","real","1","Strasse","2680784.393","1251710.477","1668","0.1","POINT (2680784.5 1251710.5)"
"2434","Quittenstrasse","1","real","1","Strasse","2681229.991","1252120.424","1676","65.0","POINT (2681230 1252120.4)"
"664","Giblenweg","1","real","1","Strasse","2678606.075","1251621.743","1679","61.0","POINT (2678606 1251621.8)"
"564","Frankentalerstrasse","1","real","1","Strasse","2678500.507","1251668.84","1680","318.5","POINT (2678500.5 1251668.9)"
"732","Grünwaldweg","1","real","1","Strasse","2678831.731","1252088.604","1711","279.9","POINT (2678831.8 1252088.6)"
"1830","Seeholzweg","1","real","1","Strasse","2679486.622","1253640.839","1735","338.4","POINT (2679486.5 1253640.9)"
"648","Georg-Kempf-Strasse","1","real","1","Strasse","2679823.757","1252866.155","1747","349.9","POINT (2679823.8 1252866.1)"
"2486","Holderbachwiese","1","real","2","Platz","2680501.041","1252904.717","1748","339.1","POINT (2680501 1252904.8)"
"2441","Gustave-Naville-Weg","1","real","1","Strasse","2680579.582","1251630.393","1756","335.1","POINT (2680579.5 1251630.4)"
"2534","Lupinenweg","1","real","1","Strasse","2678164.287","1252037.112","1759","351.8","POINT (2678164.2 1252037.1)"
"937","Hungerbergstrasse","1","real","1","Strasse","2679875.702","1252485.076","1773","51.7","POINT (2679875.8 1252485.1)"
"916","Horensteinstrasse","1","real","1","Strasse","2680569.873","1253476.666","1952","300.6","POINT (2680569.8 1253476.6)"
"938","Hurdäckerstrasse","1","real","1","Strasse","2678282.476","1252264.736","2000","42.8","POINT (2678282.5 1252264.8)"
