"adr_inter","adresse","adrzus_int","behindertenparkplatz","bemerkung","ccmail","da","datum","datum_cms","dep","editor","erforderlichedokumente","fax","hausnummer","hindernisfreiheit","infrastruktur","isbetriebsferien_gebaeude","isbetriebsferien_schalter","kategorie","mail","name","namenzus","objectid","oeffnungszeiten_gebaeude_di","oeffnungszeiten_gebaeude_do","oeffnungszeiten_gebaeude_fr","oeffnungszeiten_gebaeude_mi","oeffnungszeiten_gebaeude_mo","oeffnungszeiten_gebaeude_sa","oeffnungszeiten_gebaeude_so","oeffnungszeiten_schalter_di","oeffnungszeiten_schalter_do","oeffnungszeiten_schalter_fr","oeffnungszeiten_schalter_mi","oeffnungszeiten_schalter_mo","oeffnungszeiten_schalter_sa","oeffnungszeiten_schalter_so","ort","plz","poi_id","postadresse","publish_internet","strasse","suchen","tel","tel2","www","zahlungsmittel_internet","zahlungsmittel_schalter","zahlungsmittel_telefon","zvv_label","zvv_link","metall","glas","oel","textilien","standort_id","behindertengerecht","geometry"
"","Baumackerstrasse 28","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Baumackerstasse- vis-à-vis 28","","5285","","","","","","","","","","","","","","","Zürich","8050","sa43018","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43018","X","POINT Z (2683443 1251480.9 0)"
"","Wattstrasse 6","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Wattstrasse vis à vis 6","","5286","","","","","","","","","","","","","","","Zürich","8050","sa62242","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","62242","","POINT Z (2683539.5 1251954.2 0)"
"","Schönleinstrasse 14","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Schönleinstrasse 14","","5287","","","","","","","","","","","","","","","Zürich","8032","sa42937","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42937","","POINT Z (2684087 1247621.9 0)"
"","Tramstrasse 55","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Tramstrasse 55","","5288","","","","","","","","","","","","","","","Zürich","8050","sa43020","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43020","","POINT Z (2684048 1251432.9 0)"
"","Oleanderstrasse 1","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Oleanderstrasse 1","","5289","","","","","","","","","","","","","","","Zürich","8050","sa43017","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43017","","POINT Z (2683135 1251641.9 0)"
"","Zimmerlistrasse 4","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Zimmerlistrasse vis-à-vis 4","","6247","","","","","","","","","","","","","","","Zürich","8004","sa42863","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42863","","POINT Z (2680919 1248648.9 0)"
"","Tellstrasse 31","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Tellstrasse 31","","6248","","","","","","","","","","","","","","","Zürich","8004","sa42861","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42861","X","POINT Z (2682365 1248149.9 0)"
"","Albisriederplatz 6","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Albisriederplatz 6","","6249","","","","","","","","","","","","","","","Zürich","8004","sa42864","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42864","X","POINT Z (2680970.5 1248148.6 0)"
"","Bullingerstrasse 41","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Bullingerstrasse 41","","6250","","","","","","","","","","","","","","","Zürich","8004","sa41375","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","41375","X","POINT Z (2680984 1248360.9 0)"
"","Werdinsel 1","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Werdinsel vis à vis 1","","6341","","","","","","","","","","","","","","","Zürich","8049","sa64343","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","64343","","POINT Z (2679248.5 1250399.9 0)"
"","Lagerstrasse 47","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Lagerstrasse 47","","6342","","","","","","","","","","","","","","","Zürich","8004","sa59038","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","59038","X","POINT Z (2682592 1248043 0)"
"","Erismannstrasse 31","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Erismannstrasse 31","","6343","","","","","","","","","","","","","","","Zürich","8004","sa42886","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42886","X","POINT Z (2681533 1248122.1 0)"
"","Dübendorfstrasse 350","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Dübendorfstrasse 350","","6344","","","","","","","","","","","","","","","Zürich","8051","sa43044","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","43044","","POINT Z (2687044 1250348.9 0)"
"","Merkurstrasse 4","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Merkurstrasse 4","","6345","","","","","","","","","","","","","","","Zürich","8032","sa42963","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","","42963","","POINT Z (2684176 1246735.9 0)"
"","Bergstrasse 142","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Bergstrasse vis-à-vis 142","","6346","","","","","","","","","","","","","","","Zürich","8032","sa42973","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42973","","POINT Z (2685139 1246721.9 0)"
"","Riedhofstrasse 104","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Riedhofstrasse vis-à-vis 104","","6347","","","","","","","","","","","","","","","Zürich","8049","sa42976","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42976","","POINT Z (2679405 1251030.9 0)"
"","Paul-Feyerabend-Hof 3","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Paul-Feyerabend-Hof vis-à-vis 3","","6348","","","","","","","","","","","","","","","Zürich","8049","sa61106","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","61106","","POINT Z (2680551.8 1251296.8 0)"
"","Riedhofstrasse 9","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Riedhofstrasse 9","","6349","","","","","","","","","","","","","","","Zürich","8049","sa42974","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42974","X","POINT Z (2679827 1250866.9 0)"
"","Im Stelzenacker 11","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Im Stelzenacker 11","","6350","","","","","","","","","","","","","","","Zürich","8049","sa42975","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","42975","","POINT Z (2678776 1252175.9 0)"
"","Luegislandstrasse 173","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Luegislandstrasse 173","","6351","","","","","","","","","","","","","","","Zürich","8051","sa43035","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","X","X","43035","","POINT Z (2685477 1251561.9 0)"
"","Schweighofstrasse 7","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Schweighofstrasse 7","","6352","","","","","","","","","","","","","","","Zürich","8045","sa42824","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42824","","POINT Z (2680989 1245416.9 0)"
"","Arbentalstrasse 329","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Arbentalstrasse 329","","6353","","","","","","","","","","","","","","","Zürich","8045","sa42826","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42826","","POINT Z (2680815 1245981.9 0)"
"","Hegianwandweg 75","","","","","ERZ Entsorgung + Recycling Zürich","20.03.2023 00:00","","Tiefbau- und Entsorgungsdepartement (TED)","","","","","","","","","Sammelstelle","","Hegianwandweg 75","","6354","","","","","","","","","","","","","","","Zürich","8045","sa42825","","1","","Sammelstelle, Sammelstellen, Glassammelstelle, Glassammelstellen, Altglas, Altöl, Recycling, Metall, Altmetall, Öl, Oel, Glas, Textilien, Wertstoff","044 417 77 77","","https://www.stadt-zuerich.ch/ted/de/index/entsorgung_recycling/entsorgen/wo-wann-entsorgen/wertstoff","","","","","","X","X","","X","42825","","POINT Z (2680854 1245548.9 0)"
